보관소명,소재지,위도,경도,LCD,QR,설치대수
목동7단지아파트 A상가,양천구,37.52624512,126.8657837,,8,8
갈산문화예술센터,양천구,37.51097488,126.8698425,,9,9
코레일유통본사,영등포구,37.52617645,126.9019775,,10,10
당산삼성2차아파트,영등포구,37.52762222,126.8986359,,10,10
대림우성2차아파트,영등포구,37.49519348,126.900177,,10,10
리버뷰신안인스빌1차 후문,영등포구,37.51374817,126.8885117,,10,10
리버뷰신안인스빌2차 후문,영등포구,37.51288223,126.8902664,,10,10
대영중고 후문,영등포구,37.50545502,126.9062653,,10,10
신길역 2번출구,영등포구,37.51756287,126.9169846,,10,10
양평동성원아파트,영등포구,37.53374481,126.8936539,,10,10
양평역 1번출구,영등포구,37.52572632,126.8860016,,10,10
여의도 은하아파트,영등포구,37.51850891,126.9344864,,10,10
63스퀘어,영등포구,37.52070999,126.9396591,,9,9
영등포 신세계백화점,영등포구,37.51803589,126.9036484,,10,10
대림성원상떼빌아파트,영등포구,37.5038414,126.8961563,,8,8
한림대학교 강남성심병원 신관,영등포구,37.49128342,126.90802,,10,10
영등포로터리,영등포구,37.51874924,126.9122086,,10,10
힐스테이트클래시안아파트,영등포구,37.50508881,126.9133453,,10,10
문래동롯데캐슬아파트,영등포구,37.51800156,126.8845978,,9,9
두산위브아파트,영등포구,37.51470184,126.9121399,,10,10
영등포시장역 포레나영등포,영등포구,37.52341461,126.9054031,,9,9
대림동 e편한세상영등포아델포레,영등포구,37.49582291,126.9083557,,5,5
보라매sk뷰 108동 앞,영등포구,37.50160599,126.91745,,15,15
보라매sk뷰,영등포구,37.50400543,126.9202805,,10,10
국회의사당 본관,영등포구,37.5325737,126.9140472,,12,12
국회 3문,영등포구,37.52974701,126.9131699,,12,12
국회 소통관,영등포구,37.53050232,126.9128952,,8,8
국회도서관,영등포구,37.53054047,126.9181747,,6,6
의정관,영등포구,37.53214645,126.9174728,,12,12
국회 2문,영등포구,37.52864075,126.9151077,,6,6
국회 6문,영등포구,37.53271866,126.9179916,,6,6
양남사거리 2,영등포구,37.52194977,126.8904953,,5,5
KRX한국거래소(1),영등포구,37.52347946,126.9271164,,18,18
KRX한국거래소(2),영등포구,37.52410507,126.9281082,,20,20
신길자이아파트,영등포구,37.50601196,126.9158859,,10,10
신길우성4차아파트,영등포구,37.51283264,126.9176331,,14,14
양평교 영등포대여소,영등포구,37.53972626,126.8903656,,7,7
오목교 동측 지하보도,영등포구,37.52364349,126.8818359,,9,9
대림우성아파트 사거리,영등포구,37.49484634,126.9002914,,9,9
영등포구 총괄 우체국,영등포구,37.52915192,126.8944778,,10,10
양평역 2번 출구 뒤,영등포구,37.5255661,126.8858414,,10,10
숙명여대앞 버스정류소 주변,용산구,37.54498672,126.9643021,,10,10
한강GS에클라트 건너편 교통섬,용산구,37.53200531,126.9555588,,10,10
원효로다목적체육관 앞,용산구,37.5332222,126.9572372,,15,15
"노들섬 다목적홀(동쪽) 숲, 앞",용산구,37.51758957,126.9592209,,10,10
국립중앙박물관 -용산가족공원 앞,용산구,37.52087784,126.9797134,,10,10
국립중앙박물관 정문 앞,용산구,37.52145767,126.9776764,,10,10
파크타워 104동 앞,용산구,37.52330017,126.9720612,,10,10
한남나인원 105동 앞,용산구,37.53591919,127.0054169,,10,10
국제루터교회 앞,용산구,37.54143906,127.0037613,,10,10
한남 준 J.FSS 앞,용산구,37.53749847,127.0008469,,8,8
서울갤러리아 앞,용산구,37.53599548,126.9994888,,7,7
크라운호텔앞 버스정류소,용산구,37.53030014,126.9913788,,7,7
신용산지하차도 앞,용산구,37.53248215,126.964119,,15,15
동원베네스트 건너편,용산구,37.52761078,126.9551163,,6,6
풍전아파트 건너편,용산구,37.53237915,126.9525299,,10,10
한강트럼프월드3차 앞,용산구,37.52301788,126.96241,,10,10
삼각지역 14번 출구 앞(교통섬),용산구,37.53528595,126.974083,,8,8
남산도서관 앞,용산구,37.55240631,126.9820175,,12,12
한강중학교 앞 버스정류장,용산구,37.5251503,126.9920883,,6,6
라인프랜즈이태원점 앞,용산구,37.53453064,126.9961929,,10,10
용산공원갤러리앞,용산구,37.5393219,126.9731903,,8,8
효창공원앞역 5번출구 옆,용산구,37.53851318,126.9635544,,7,7
한강초교보도육교 앞,용산구,37.52544022,126.9645996,,8,8
용산 푸르지오 파크타운 1단지 앞,용산구,37.52529526,126.9958344,,6,6
센트럴파크타워 앞,용산구,37.52703476,126.9661789,,8,8
이태원역 3번 출구,용산구,37.53440094,126.9946671,,,0
용산구꿈나무종합타운 앞,용산구,37.53786087,126.9656525,,8,8
용산시티파크 101동 앞,용산구,37.52468109,126.9681931,,10,10
청파동삼거리 앞,용산구,37.54733658,126.9703827,,10,10
동빙고근린공원,용산구,37.51794052,126.9837036,,10,10
신사두산위브2차아파트앞,은평구,37.59931564,126.9075928,,10,10
불광역 9번 출구 맞은편,은평구,37.61156845,126.9304886,,10,10
본 서부병원 교차로 사거리,은평구,37.60049438,126.9221573,,10,10
녹번역1번출구앞,은평구,37.60176849,126.9354248,,10,10
신진과학기술고등학교 버스정류장(응암시장 방면),은평구,37.59750366,126.9199982,,10,10
"불광역3,6호선 버스정류장(동명여고 방면)",은평구,37.61326218,126.9278641,,10,10
응암역3번 출구(서부경찰서 방면),은평구,37.59967041,126.91716,,10,10
폭포동입구 교차로,은평구,37.62962723,126.9301148,,10,10
기자촌사거리,은평구,37.63390732,126.931778,,10,10
청구성심병원 앞,은평구,37.62087631,126.9197998,,10,10
준빌딩 앞,은평구,37.62205124,126.9195862,,10,10
녹번역e편한세상 캐슬 정문 앞,은평구,37.60034561,126.9314804,,10,10
갈현1동 주민센터,은평구,37.62360764,126.9168854,,5,5
백련산 SK뷰 아이파크 해모로 아파트 앞,은평구,37.59612656,126.9196243,,10,10
"백련산로 녹번센트레빌 
아파트 앞",은평구,37.59954453,126.9265366,,10,10
박석고개(은평소방서) 앞,은평구,37.62794495,126.9197693,,6,6
은평 성모병원 사거리,은평구,37.63470078,126.9173584,,10,10
응암2동주민센터 버스정류장(영락중학교 방면),은평구,37.59586716,126.9234924,,10,10
DMC역 5번 출구(수색역 방향),은평구,37.57890701,126.9012985,,20,20
평창동 주민센터,종로구,37.60604858,126.9676361,,5,5
쌍용아파트2단지 정문,종로구,37.58131409,127.0126801,,8,8
웰니스센터(민방위교육장 앞),종로구,37.57752991,126.9891281,,6,6
청계3가 사거리,종로구,37.56855774,126.9921188,,5,5
조계사앞사거리,종로구,37.5721817,126.9828339,,6,6
천지인 오피스텔 앞,종로구,37.60469818,126.9645157,,5,5
자교교회 앞,종로구,37.58114624,126.9712372,,8,8
올림픽기념 국민생활관 로터리,종로구,37.58983612,126.9993439,,10,10
현대 뜨레비앙 아파트 앞,종로구,37.57528305,126.9906235,,7,7
돈의문 박물관 마을,종로구,37.56883621,126.9695511,,15,15
광화문역 6번출구 옆A,종로구,37.56993103,126.9764328,,10,10
종로문화원 건너편,종로구,37.57571411,126.9805069,,15,15
삼성사이버빌리지아파트,중구,37.55891418,126.964859,,7,7
우리은행 서소문금융센터,중구,37.56284332,126.9726181,,10,10
서울역 7번출구,중구,37.55664444,126.9736404,,10,10
탐앤탐스 을지로3가점,중구,37.56474304,126.9909515,,10,10
국제빌딩,중구,37.56693268,126.9825821,,10,10
동대문디자인플라자,중구,37.5683136,127.0094605,,20,20
서소문성지역사박물관,중구,37.56024551,126.9687805,,23,23
서울도시건축전시관,중구,37.5670166,126.9768372,,12,12
중앙일보,중구,37.56253433,126.972496,,10,10
을지로입구역 8번출구,중구,37.56590271,126.981781,,9,9
을지로지하쇼핑센터,중구,37.56589127,126.9844513,,10,10
신세계면세점,중구,37.56005478,126.9809418,,10,10
약수동 주민센터,중구,37.55281448,127.0091934,,12,12
대신파이낸스센터,중구,37.56520844,126.9873962,,10,10
브라운스위트레지던스,중구,37.56147003,126.9680176,,10,10
서소문역사공원,중구,37.56157303,126.9684906,,10,10
중부경찰서앞 사거리,중구,37.56459045,126.9907684,,10,10
롯데시티호텔,중구,37.56689835,126.9877396,,8,8
명동역9번출구,중구,37.56122589,126.9874954,,10,10
퇴계로4가 교차로(중구청),중구,37.5625267,126.9983139,,10,10
동대문역사문화공원역 5번출구,중구,37.56430817,127.0064774,,10,10
서울역 서부교차로(3),중구,37.55540848,126.9694214,,8,8
부산은행,중구,37.5664711,126.9792557,,10,10
KG타워 앞,중구,37.56339645,126.9689407,,15,15
황학동롯데캐슬,중구,37.57162094,127.0220413,,10,10
필동 삼거리,중구,37.55969238,126.9964829,,5,5
충정로역 2호선(엘리베이터 앞),중구,37.55937576,126.9641419,,5,5
새우개마을,중랑구,37.61571121,127.1010437,,8,8
상봉2동 주민센터 앞,중랑구,37.59268951,127.0802841,,7,7
동서울농협 앞,중랑구,37.59596252,127.0847778,,9,9
라코지스테이 앞,중랑구,37.59432602,127.0784607,,8,8
신내2동 주민센터 앞,중랑구,37.60641098,127.0940476,,8,8
"동성1,2차 아파트 앞",중랑구,37.61022568,127.096283,,8,8
한양수자인아파트 앞,중랑구,37.58032227,127.0941544,,10,10
묵동 이마트 앞,중랑구,37.6132164,127.0773468,,10,10
망우지구대,중랑구,37.59877777,127.0963898,,10,10
중랑데시앙플렉스 앞,중랑구,37.61755371,127.1039963,,8,8
면목동 새싹어린이공원 앞,중랑구,37.58333206,127.0835495,,8,8
망우역 2번 출구,중랑구,37.60025406,127.091713,,8,8
동원초등학교 정문 앞,중랑구,37.60548782,127.1046372,,5,5
방정환교육지원센터 옆,중랑구,37.59780884,127.0884476,,7,7
상봉신협 앞,중랑구,37.59354401,127.0897903,,8,8
신내동 벽산아파트 후문 앞,중랑구,37.6030426,127.100502,,8,8
홈플러스 면목점,중랑구,37.57984543,127.0824204,,8,8
신내SK V1센터 앞,중랑구,37.6127243,127.11306,,20,20
신내동 한살림 중랑지구 앞,중랑구,37.60428619,127.0973663,,5,5
신내동 한살림 중랑지구 북축,중랑구,37.60446167,127.0974121,,5,5
신내 우디안 111동 앞,중랑구,37.61727142,127.1085434,,7,7
용마복지센터 앞,중랑구,37.58686447,127.0953217,,8,8
망우동 본죽 앞,중랑구,37.60064316,127.1040497,,7,7
양원역 1번 출구,중랑구,37.60655212,127.1070862,,15,15
양원지구 힐데스하임 앞,중랑구,37.60924149,127.1062088,,8,8
동원사거리 행복오피스텔 앞,중랑구,37.58973694,127.0941925,,7,7
서울시 북부병원 앞,중랑구,37.60405731,127.107254,,7,7
서울복합물류 게이트 1,송파구,37.47600174,127.1231003,,10,10
송파 안전체험교육관,송파구,37.50003433,127.1592484,,10,10
가락시장역 2번 출구,송파구,37.492733,127.1179886,,10,10
거여5단지 503동 앞,송파구,37.48933029,127.1460495,,10,10
올림픽공원 서1문 앞,송파구,37.5202179,127.1145706,,10,10
올림픽공원 장미광장,송파구,37.51275635,127.126297,,10,10
잠실나루 나들목,송파구,37.52148438,127.1002808,,15,15
가락쌍용2차아파트 103동,송파구,37.50226974,127.1219559,,8,8
성내교 남단,송파구,37.52301788,127.1158829,,10,10
잠실나들목5,송파구,37.5164032,127.0776138,,7,7
송파사거리,송파구,37.50205612,127.1105499,,6,6
한성백제역 1번출구 뒤,송파구,37.51647949,127.1149826,,5,5
가락대림아파트 앞,송파구,37.5000267,127.1184311,,10,10
석촌호수 서호 남단,송파구,37.50717163,127.1012421,,7,7
잠실나들목6,송파구,37.51629639,127.08461,,9,9
몽촌토성역 3번 출구,송파구,37.5170784,127.1123276,,10,10
오금동 대림아파트 정문,송파구,37.51072693,127.1304016,,10,10
개롱역 3번 출구 뒤,송파구,37.49806213,127.134613,,7,7
개롱역사거리 2번 출구,송파구,37.49827194,127.1348648,,4,4
탄천1교 하부보도,송파구,37.50117111,127.0851669,,10,10
위례포레샤인13단지,송파구,37.4826355,127.1399231,,10,10
삼전동주민센터 앞,송파구,37.50291443,127.0925369,,7,7
마천청소년센터,송파구,37.49222183,127.1565933,,5,5
송파청소년 센터,송파구,37.48995972,127.1119614,,9,9
송파청소년센터,송파구,37.49535751,127.139473,,5,5
위례포레샤인18단지 1802동,송파구,37.48868561,127.1522675,,10,10
위례포레샤인18단지 1812동,송파구,37.48714828,127.1532822,,10,10
H비즈니스파크,송파구,37.48352432,127.1168366,,6,6
가든파이브 리빙관,송파구,37.47709656,127.123703,,6,6
배명고등학교 건너편,송파구,37.49793243,127.096756,,5,5
호돌이상가,송파구,37.48633575,127.1137466,,5,5
둔촌오륜역 2번출구,송파구,37.51869202,127.139061,,10,10
마천역 1번 출구 인근②,송파구,37.49459076,127.1510925,,10,10
위례포레샤인17단지 위례대로 방면,송파구,37.48455429,127.1491928,,10,10
성내유수지 체육공원,송파구,37.52597046,127.1182098,,10,10
문정법조단지12,송파구,37.48639297,127.1148377,,6,6
문정법조단지13,송파구,37.48632431,127.1150894,,6,6
위례포레샤인15단지 상가,송파구,37.48641586,127.1420593,,6,6
위례포레샤인15단지,송파구,37.48688889,127.1416931,,10,10
잠실주공5단지1,송파구,37.51633453,127.0938034,,15,15
KT&G타워 옆(상상마당 대치아트홀),강남구,37.50708389,127.0645981,,6,6
구역삼세무서 교차로,강남구,37.49524307,127.0393753,,6,6
신사스퀘어,강남구,37.51916885,127.0189743,,6,6
강남경찰서,강남구,37.50971985,127.0667954,,10,10
섬유센터 앞,강남구,37.50767136,127.060173,,5,5
극동스포츠 앞,강남구,37.5257225,127.0258865,,5,5
마곡역 7번출구,강서구,37.55974579,126.8243866,,25,25
신마곡벽산블루밍메트로오피스텔앞,강서구,37.57108688,126.8075409,,25,25
마곡역5번출구앞,강서구,37.55905914,126.8270493,,7,7
"마곡역4,5번출구",강서구,37.55932999,126.827179,,8,8
마곡역4번출구,강서구,37.55931091,126.8274384,,6,6
화곡2동주민센터,강서구,37.5318222,126.8546219,,7,7
우장산동 가곡어린이공원앞,강서구,37.55545425,126.8375168,,10,10
마곡동 767-6,강서구,37.56354141,126.8245544,,10,10
"서남환경공원
(방화동도시개발2단지방향)",강서구,37.57334137,126.8233185,,16,16
양천향교역8번출구,강서구,37.56902695,126.8398819,,15,15
허준박물관삼거리,강서구,37.56724548,126.8503876,,10,10
아망떼마곡전시장,강서구,37.55791473,126.8329773,,25,25
염참동 새마을금고 앞,강서구,37.55085754,126.8723373,,8,8
마곡13단지힐스테이트마스터 후문(1320동 앞),강서구,37.5567627,126.8186951,,15,15
김포공항입구 교통섬,강서구,37.56154633,126.8070831,,10,10
우장산역 헤링턴타워 앞,강서구,37.54661942,126.8362351,,6,6
"마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)",강서구,37.55823517,126.8257599,,10,10
등촌역 1번출구,강서구,37.5518837,126.8635712,,10,10
메이필드호텔앞,강서구,37.549263,126.8167419,,16,16
왈도강서캠퍼스 앞,강서구,37.55221558,126.870224,,10,10
가양역 1번출구,강서구,37.56250763,126.8527527,,10,10
가양역 7번출구,강서구,37.56019592,126.8549118,,10,10
상계주공1단지 버스정류장 옆(대원빌딩 앞),노원구,37.64805984,127.0623932,,4,4
대륜E&S 서울지사 앞,노원구,37.64218903,127.059288,,10,10
동신아파트 후문 옆,노원구,37.62786102,127.0763779,,6,6
송파여성축구장,송파구,37.52471542,127.1174393,,10,10
풍납백제문화공원 옆 인근,송파구,37.53488159,127.1152268,,6,6
호반써밋,송파구,37.48294449,127.1404419,,9,9
